Station Name,Street Address,City,State,ZIP,Status Code,Latitude,Longitude,ID,Open Date,EV Connector Types,Country,Access Code
"Walgreens - Mercer Island, WA #3733",7707 SE 27th St,Mercer Island,WA,98040,E,47.5866676,-122.2340887,147730,,J1772,US,public
Central Co-op,1600 East Madison Street,Seattle,WA,98122,E,47.6154894,-122.3110069,147731,,J1772,US,public
531613 - 1000-1100 Dexter Avenue N,1000 Dexter Avenue North,Seattle,WA,98109,E,47.6283848,-122.3418983,147732,,J1772,US,public
Juxt,"810 Dexter Ave., North",Seattle,WA,98109,E,47.6266892,-122.341933,147733,,J1772,US,public
531620 : Centre 425/Everest,501 Fairview Avenue North,Seattle,WA,98109,E,47.6233435,-122.334684,147734,,J1772,US,public
Troy Block,300 Boren Avenue North,Seattle,WA,98109,E,47.6211672,-122.3354501,147737,,J1772,US,public
431602 : Kinects Tower - 1823 Minor Avenue,1823 Minor Avenue,Seattle,WA,98101,E,47.6171782,-122.3313731,147741,,J1772,US,public
Tilt49 Realty LLC,1812 Boren Avenue,Seattle,WA,98101,E,47.6170248,-122.3322181,147742,,J1772,US,public
Hill 7 Station,1099 Stewart Street,Seattle,WA,98101,E,47.6164918,-122.3324879,147743,,J1772,US,public
1007 Stewart Street,1007 Stewart Street,Seattle,WA,98101,E,47.6163395,-122.3330877,147744,,J1772,US,public
531628 : 2201 Westlake,2201 Westlake Avenue,Seattle,WA,98109,E,47.61809006,-122.33892,147745,,J1772,US,public
531622 : 818 Stewart Street Holdco LLC,818 Stewart Street,Seattle,WA,98101,E,47.6156458,-122.3350555,147746,,J1772,US,public
818 Stewart Street Holdco LLC,818 Stewart Street,Seattle,WA,98101,E,47.6156458,-122.3350555,147747,,J1772,US,public
1918 Eight Avenue Holdco LLC,1918 8th Avenue,Seattle,WA,98101,E,47.6156878,-122.3359895,147748,,J1772,US,public
531623 : 1918 Eight Avenue Holdco LLC,1918 8th Avenue,Seattle,WA,98101,E,47.6156878,-122.3359895,147749,,J1772,US,public
531604 : 600 Broadway,600 Broadway,Seattle,WA,98122,E,47.6078691,-122.3196562,147750,,J1772,US,public
531616 - Marion & Minor Garage,1101 Madison Street,Seattle,WA,98104,E,47.6091997,-122.3241094,147751,,J1772,US,public
1600 Seventh,1600 7th Ave,Seattle,WA,98191,E,47.6132353,-122.3344034,147752,,J1772,US,public
Queen Anne Square,200 West Mercer Street,Seattle,WA,98119,E,47.6246042,-122.3593182,147753,,J1772,US,public
Washington State Convention Center Parking Garage,705 Pike ST,Seattle,WA,98101,E,47.61137828,-122.3314401,147754,,J1772,US,public
Dimension Seattle,225 Cedar Street,Seattle,WA,98121,E,47.6166344,-122.3495259,147755,,J1772,US,public
101 Elliott,101 Elliott Avenue West,Seattle,WA,98121,E,47.619075,-122.359573,147757,,J1772,US,public
Market Place Tower,2025 1st Avenue,Seattle,WA,98121,E,47.6114682,-122.3438233,147758,,J1772,US,public
"531612 : PRISA Market Place Tower WA, LLC c/o CBRE",2025 1st Avenue,Seattle,WA,98121,E,47.6113722,-122.343703,147759,,J1772,US,public
Inn At The Market,86 Pine Street,Seattle,WA,98101,E,47.6098122,-122.3413016,147760,,J1772,US,public
1201 Third,"1201 Third Avenue
Suite 520",Seattle,WA,98101,E,47.6072826,-122.3360929,147761,,J1772,US,public
Pike Place Market,1901 Western Avenue,Seattle,WA,98101,E,47.6091582,-122.3418441,147762,,J1772,US,public
Gateway Transit Center,123 East Front Street,Port Angeles,WA,98362,E,48.1197291,-123.4322999,147763,,J1772,US,public
Level A,"999 Third Avenue, Level A",Seattle,WA,98104,E,47.6048564,-122.3338286,147764,,J1772,US,public
Second and Seneca Tower,1191 2nd Avenue,Seattle,WA,98101,E,47.6060061,-122.336716,147765,,J1772,US,public
"531603: 701 Pike Street (Seattle), LLC",701 Pike Street,Seattle,WA,98101,E,47.6035183,-122.3329014,147766,,J1772,US,public
Millennium Tower,719 Second Ave,Seattle,WA,98104,E,47.6034418,-122.3339101,147767,,J1772,US,public
City Investors XXIII LLC,"505 Union Station, 505 5th Avenue South,",Seattle,WA,98104,E,47.5975217,-122.3276786,147768,,J1772,US,public
Union Station Parking Garage (#USPG),550 4th Avenue South,Seattle,WA,98134,E,47.5975078,-122.328595,147769,,J1772,US,public
Avalark Hawk Tower,255 S. King Street,Seattle,WA,98104,E,47.5980919,-122.3309701,147770,,J1772,US,public
450 Alaskan Garage,450 Alaskan Way,Seattle,WA,98104,E,47.5987016,-122.3351902,147771,,J1772,US,public
505 First Garage,505 1st Avenue South,Seattle,WA,98104,E,47.5974244,-122.3347174,147772,,J1772,US,public
531610: Stadium Innovation Center,1531 Utah Avenue South,Seattle,WA,98134,E,47.5892477,-122.3358112,147773,,J1772,US,public
"Walgreens - Renton, WA #7355",3011 NE Sunset Blvd,Renton,WA,98056,E,47.5025057,-122.1780214,147774,,J1772,US,public
"Walgreens - Renton, WA #12497",4105 NE 4th St,Renton,WA,98059,E,47.4884945,-122.1642138,147775,,J1772,US,public
"531621 : McKinstry, Co (Garage)",210 South Hudson Street,Seattle,WA,98134,E,47.55761736,-122.3311812,147776,,J1772,US,public
"Walgreens - Bainbridge Island, WA #15673",1315 Wintergreen Lane NE,Bainbridge Island,WA,98110,E,47.6357914,-122.5148321,147777,,J1772,US,public
"Walgreens - Renton, WA #4627",275 Rainer Ave S,Renton,WA,98056,E,47.4778301,-122.2162815,147778,,J1772,US,public
"Walgreens - Seattle, WA #4898",6330 35th Ave SW,Seattle,WA,98126,E,47.5454638,-122.3764102,147779,,J1772,US,public
"Walgreens - Bremerton, WA #5912",3333 Wheaton Way,Bremerton,WA,98310,E,47.5944743,-122.6294686,147780,,J1772,US,public
Valley Supply - Silverdale,"5455 NW Newberry Hill Rd., #201",Silverdale,WA,98383,E,47.6356394,-122.7238278,147781,,J1772,US,public
"Walgreens - Kent, WA #6304",27112 132nd Ave SE,Kent,WA,98042,E,47.358799,-122.164824,147784,,J1772,US,public
"Walgreens - Des Moines, WA #9423",23003 Pacific Highway South,Des Moines,WA,98198,E,47.3951507,-122.2953153,147785,,J1772,US,public
Muckleshoot Casino,2402 Auburn Way,Auburn,WA,98002,E,47.2909636,-122.1953885,147787,,J1772,US,public
Auburn Corporate Center I,1102 15th Street Southwest,Auburn,WA,98001,E,47.2944668,-122.2458311,147788,,J1772,US,public
"White River Property, LLC.","4111 ""A"" Street SE",Auburn,WA,98002,E,47.2768641,-122.2134697,147789,,J1772,US,public
Four Lakes Apartments,6821 Udall Place Southeast,Auburn,WA,98092,E,47.24745539,-122.200549,147790,,J1772,US,public
Valley Supply - Puyallup,516 Valley Avenue NE,Puyallup,WA,98372,E,47.204923,-122.288245,147794,,J1772,US,public
Copperline Apartments,5005 Main Street,Tacoma,WA,98407,E,47.29815874,-122.5034184,147795,,J1772,US,public
531617 : Court C Parking Level - Charging Stations,1149 Market Street,Tacoma,WA,98402,E,47.2515929,-122.4407988,147796,,J1772,US,public
"Walgreens - Tacoma, WA #7356",3540 N Pearl St,Tacoma,WA,98407,E,47.281263,-122.516582,147798,,J1772,US,public
531609 : Pierce County Annex,2401 South 35th Street,Tacoma,WA,98409,E,47.22830373,-122.4675536,147800,,J1772,US,public
"Walgreens - Tacoma, WA #9590",5602 Pacific Ave,Tacoma,WA,98408,E,47.20619,-122.434402,147801,,J1772,US,public
"Walgreens - Tacoma, WA #3581",8405 Pacific Ave,Tacoma,WA,98444,E,47.1809341,-122.4340709,147802,,J1772,US,public
"Walgreens - University Place, WA #3723",7451 Crique Dr W,University Place,WA,98467,E,47.2136054,-122.5366188,147804,,J1772,US,public
"Walgreens - Lakewood, WA #3514",9505 Bridgeport Way SW,Lakewood,WA,98499,E,47.171582,-122.517619,147806,,J1772,US,public
Steilacoom EV Station,207 Wilkes Street,Steilacoom,WA,98388,E,47.1727264,-122.5984377,147808,,J1772,US,public
DuPont Grocery Inc.,100 Barksdale Avenue,DuPont,WA,98327,E,47.093942,-122.6260623,147809,,J1772,US,public
Dupont Family Dentistry,975 Ross Avenue,DuPont,WA,98327,E,47.0920691,-122.6422247,147810,,J1772,US,public
Nisqually Red Wind Casino,12819 Yelm Hwy SE,Olympia,WA,98513,E,47.0002897,-122.6682861,147813,,J1772,US,public
Cornerstone,4501 Intelco Loop SE,Lacey,WA,98503,E,47.0001351,-122.8280101,147814,,J1772,US,public
Kalaloch Lodge,157151 Hwy 101,Forks,WA,98331,E,47.6055171,-124.3715566,147822,,J1772,US,public
Shoalwater Bay Casino,4112 State Route 105,Grayland,WA,98590,E,46.7250165,-124.0206708,147825,,J1772,US,public
Hotel Cathlamet Rear Parking Lot,69 Main Street,Cathlamet,WA,98612,E,46.2025755,-123.3841695,147831,,J1772,US,public
Adrift Hotel,409 Sid Snyder Dr.,Long Beach,WA,98631,E,46.3455914,-124.060608,147832,,J1772,US,public
Mercy 1Transport,5406 NE 107th Avenue,Vancouver,WA,98662,E,45.661573,-122.5636326,147833,,J1772,US,public
"Walgreens - Vancouver, Wa #5816",9812 NE Highway 99,Vancouver,WA,98665,E,45.692621,-122.657682,147834,,J1772,US,public
"Walgreens - Vancouver, WA #11653",6708 NE 63rd St,Vancouver,WA,98661,E,45.6679357,-122.6039051,147835,,J1772,US,public
431004 : The Reserve at CTC,600 Southeast 177th Avenue,Vancouver,WA,98683,E,45.6183882,-122.4917385,147836,,J1772,US,public
"Walgreens - Vancouver, WA #10141",2903 NE Andersen Rd,Vancouver,WA,98661,E,45.643374,-122.600102,147837,,J1772,US,public
"Walgreens - Vancouver, WA #7226",9714 NE Mill Plain Blvd,Vancouver,WA,98664,E,45.621549,-122.572604,147838,,J1772,US,public
Comfort Inn & Suites,401 East 13th Street,Vancouver,WA,98660,E,45.6304919,-122.6676833,147839,,J1772,US,public
Franklin IDE,1701 SE Columbia River Drive,Vancouver,WA,98661,E,45.615426,-122.653615,147840,,J1772,US,public
SEHOME HS SEHOME HIGH #1,2700 Bill McDonald Pkwy,Bellingham,WA,98225,E,48.727512,-122.48124,149119,,J1772,US,public
5TH AND BELL 5TH & BELL #2,2235 5th Ave,Seattle,WA,98121,E,47.616577,-122.34434,149183,,J1772,US,public
5TH AND BELL 5TH & BELL #1,2319 5th Ave,Seattle,WA,98121,E,47.616336,-122.344193,149184,,J1772,US,public
TRANS SERVICES DANA WEST,305 NE Spokane Street,Pullman,WA,99163,E,46.730066,-117.169086,149208,,J1772,US,public
"Fred Meyer 457 - Bothell, WA",21045 Bothell Everett Hwy.,Bothell,WA,98021,E,47.80832,-122.20711,149281,,CHADEMO J1772 J1772COMBO,US,public
Union Square - Tesla Supercharger,601 Union Street,Seattle,WA,98101,E,47.61,-122.3321,149358,2019-09-30,TESLA,US,public
Blue Lot,"712 Nollmeyer Lane, Tacoma, WA",Tacoma,WA,98405,E,47.2535492,-122.4469825,149438,,J1772,US,public
Yakima Garage,910 N Yakima Ave,Tacoma,WA,98403,E,47.25344377,-122.4481877,149439,,J1772,US,public
Hilton Garden Inn Bellevue,10777 Northeast 10th Street,Bellevue,WA,98004,E,47.6188924,-122.1969419,149501,,J1772,US,public
Lexington,1050 James Street,Seattle,WA,98104,E,47.6065736,-122.3230702,149502,,J1772,US,public
Seattle City Light S Service,409 South Spokane Street,Seattle,WA,98134,E,47.571333,-122.328404,149609,,CHADEMO J1772 J1772COMBO,US,public
DUAL EV STATION 5,2520 NE University Village St,Seattle,WA,98105,E,47.663902,-122.300245,149757,,J1772,US,public
Kennewick Recharge,10799 Ridgeline Dr.,Kennewick,WA,99338,E,46.195469,-119.265621,149893,,CHADEMO J1772COMBO,US,public
P1 Parking Level 1,1427 11th Avenue,Seattle,WA,98122,E,47.613651,-122.3183251,149915,,J1772,US,public
192nd West Lofts,2220 Southeast 192nd Avenue,Camas,WA,98607,E,45.6040109,-122.4757978,149995,,J1772,US,public
The Outlet Collection - Tesla Supercharger,1101 Outlet Collection Way,Auburn,WA,98001,E,47.298,-122.2485,150184,2019-10-19,TESLA,US,public
TA Petro - Tesla Supercharger,46600 SE North Bend Way,North Bend,WA,98045,E,47.468,-121.7164,150235,2019-12-19,TESLA,US,public
THURSTON COUNTY COURTHOUSE 1,County Courthouse,Olympia,WA,98502,E,47.028924,-122.913101,150293,,J1772,US,public
CCB CCB 1,500 108th Ave NE,Bellevue,WA,98004,E,47.61479,-122.195543,150466,,J1772,US,public
Windermere Camano Island - Tesla Destination,818 N Sunrise Blvd,Camano,WA,98282,E,48.240482,-122.45554,150547,2019-09-30,J1772 TESLA,US,public
Union Street Garage Destination Charging - Floor C - Tesla Destination,601 Union St,Seattle,WA,98101,E,47.610236,-122.332452,150555,2019-09-30,J1772 TESLA,US,public
Freehand Cellars - Tesla Destination,420 Windy Point Dr,Wapato,WA,98951,E,46.489666,-120.407303,150557,2019-09-30,TESLA,US,public
Doubleback Winery - Tesla Destination,3853 Powerline Rd,Walla Walla,WA,99362,E,46.014123,-118.310165,150664,2019-09-30,TESLA,US,public
Majestic Inn & Spa - Tesla Destination,419 Commercial Ave,Anacortes,WA,98221,E,48.51854,-122.612146,150675,2019-09-30,TESLA,US,public
Whitman College - Tesla Destination,345 Boyer Ave,Walla Walla,WA,99362,E,46.070625,-118.329607,150681,2019-09-30,TESLA,US,public
A Room With a View - Tesla Destination,28 Roland Ct,Walla Walla,WA,99362,E,46.022403,-118.410651,150709,2019-09-30,TESLA,US,public
NPS OF WEN LLC STATION 1,400 highline,East Wenatchee,WA,98802,E,47.399162,-120.28131,150814,,J1772,US,public
Walgreens #7594,1416 Harvey Rd,Auburn,WA,98002,E,47.320611,-122.220406,151834,2019-10-16,J1772,US,public
Walgreens #7480,1701 Auburn Way St,Auburn,WA,98002,E,47.293477,-122.212944,151835,2019-10-16,J1772,US,public
Kohl's Lynnwood,18405 Alderwood Mall Pkwy,Lynnwood,WA,98037,E,47.831298,-122.266721,151836,2017-11-27,J1772,US,public
Alderwood Mall - JC Penney,3000 184th St SW,Lynnwood,WA,98037,E,47.830463,-122.27525,151837,2017-12-22,J1772,US,public
Lynnwood Convention Center,3711 196th St SW,Lynnwood,WA,98036,E,47.821996,-122.283946,151838,2019-06-28,J1772,US,public
Walgreens #11856,566 Denny Way,Seattle,WA,98109,E,47.619142,-122.345372,151839,2019-10-31,J1772,US,public
Safeway 35th Ave NE,7340 35th Ave NE,Seattle,WA,98115,E,47.682855,-122.289873,151840,2019-10-31,J1772,US,public
Walgreens #6307,10200 Mukilteo Speedway,Mukilteo,WA,98275,E,47.905376,-122.293871,151858,2019-11-01,J1772,US,public
Walgreens #7908,27130 172nd Ave SE,Covington,WA,98042,E,47.358497,-122.112065,151860,2019-11-01,J1772,US,public
Walgreens #3840,14656 Ambaum Blvd SW,Burien,WA,98166,E,47.470555,-122.346554,151861,2019-11-01,J1772,US,public
Walgreens #6901,28817 Military Rd,Federal Way,WA,98003,E,47.343242,-122.302305,151862,2019-11-01,J1772,US,public
Walgreens #7700,34008 Hoyt Rd SW,Federal Way,WA,98023,E,47.297114,-122.381431,151863,2019-11-01,J1772,US,public
Walgreens #10995,3716 S 144th St,Tukwila,WA,98168,E,47.474597,-122.285655,151864,2019-11-01,J1772,US,public
Walgreens #16067,2100 NE 139th St,Vancouver,WA,98686,E,45.722387,-122.6511,151865,2019-11-01,J1772,US,public
Safeway 516 1st Ave West,516 1st Ave W,Seattle,WA,98119,E,47.623493,-122.35775,151877,2019-11-01,J1772,US,public
TA Petro - Tesla Supercharger,10506 West Aero Road,Spokane,WA,99224,E,47.5905,-117.5623,151949,2019-12-19,TESLA,US,public
Emerson Apartments,11010 NE 124th Lane,Kirkland,WA,98034,E,47.711826,-122.194719,152095,,J1772,US,public
Woodside East Apartments,16240 NE 13th Place,Bellevue,WA,98008,E,47.622996,-122.123247,152261,,J1772,US,public
Bellepark East Apartments,16242 NE 13th Place,Bellevue,WA,98008,E,47.621913,-122.122271,152262,,J1772,US,public
Riverstone Apartment Homes,27314 24th Ave S.,Federal Way,WA,98003,E,47.357329,-122.301971,152263,,J1772,US,public
Vantage Point,17901 105th Place SE,Renton,WA,98055,E,47.44118,-122.199398,152266,,J1772,US,public
Birch Creek Apartments,27360 129th Place SE,Kent,WA,98030,E,47.35506,-122.1668,152268,,J1772,US,public
VASHON TWAY THRIFTWAY #1,9740 SW Bank Rd,Vashon,WA,98070,E,47.448013,-122.45897,152273,,J1772,US,public
Highland Village Apartments,14526 NE 7th Place,Bellevue,WA,98007,E,47.616737,-122.146188,152374,,J1772,US,private
Forks Community Hospital,390 Founders Way,Forks,WA,98331,E,47.94656729,-124.3944043,152454,,J1772,US,public
DC CORRIDOR SSC GEORGETOWN,6701 Corson Ave S,Seattle,WA,98108,E,47.541945,-122.324328,152574,,CHADEMO J1772COMBO,US,public
Lep Re Kon Harvest Foods - Tesla Supercharger,2709 West Broadway Avenue,Moses Lake,WA,98837,E,47.1035,-119.3102,152629,2020-01-20,TESLA,US,public
Westfield Southcenter Mall - Handicap Only,500 Southcenter Mall,Tukwila,WA,98188,E,47.460011,-122.259374,152712,2020-01-20,J1772,US,public
Alderwood Mall - Macy’s,3000 184th St SW,Lynnwood,WA,98037,E,47.828955,-122.271313,152713,2020-01-20,J1772,US,public
Alderwood Mall - PF Chang’s,3000 184th St SW,Lynnwood,WA,98037,E,47.831134,-122.269977,152714,2020-01-20,J1772,US,public
Alderwood Mall - Nordstrom,3000 184th St SW,Lynnwood,WA,98037,E,47.830838,-122.275122,152715,2020-01-20,J1772,US,public
Rosauers - Ridgefield,4601 Pioneer St,Ridgefield,WA,98642,E,45.814724,-122.701485,152745,2020-01-20,J1772,US,public
Port of Seattle - Shilshole Bay Marina North Lot,"7001 Seaview Ave, NW #100",Seattle,WA,98117,E,47.68080494,-122.4048611,152996,,J1772,US,public
EVERETT YMCA EVERETT YMCA #3,4730 Colby Ave,Everett,WA,98203,E,47.954737,-122.208024,153061,,J1772,US,public
DAY 1 NITRO1,2250 7th Ave,Seattle,WA,98121,E,47.617429,-122.341037,153146,,J1772,US,public
FACEBOOK STATION 1,11601 Willows Rd,Redmond,WA,98052,E,47.704588,-122.154415,153224,,J1772,US,public
Birch Bay Square - Tesla Supercharger,8115 Birch Bay Square,Blaine,WA,98230,E,48.9378,-122.6677,153456,2020-01-31,TESLA,US,public
CAPITAL GATEWAY STATION 7,505 14th Ave SE,Olympia,WA,98501,E,47.035837,-122.894963,153586,,J1772,US,public
Electric Vehicle Infrastructure Transportation Alliance - Prosser,40 Merlot Dr,Prosser,WA,99350,E,46.219978,-119.785172,153614,2020-03-01,CHADEMO J1772 J1772COMBO,US,public
Electric Vehicle Infrastructure Transportation Alliance - Richland,2700 Duportail St,Richland,WA,99352,E,46.259844,-119.309173,153615,2020-03-01,CHADEMO J1772 J1772COMBO,US,public
Electric Vehicle Infrastructure Transportation Alliance - Moses Lake,312 W 3rd Ave,Moses Lake,WA,98837,E,47.1269,-119.284584,153616,2020-03-01,CHADEMO J1772 J1772COMBO,US,public
BELLEVUE BSC ADMIN 1,3345 115th Ave NE,Bellevue,WA,98004,E,47.63755,-122.187775,153691,,J1772,US,public
Walgreens #5950,4412 Rainier Ave,Seattle,WA,98118,E,47.563916,-122.287666,153805,2020-02-14,J1772,US,public
Hampton Inn and Suites,1531 Kelly Place,Walla Walla,WA,99362,E,46.0459904,-118.3568298,153928,,J1772,US,public
BELLEVUE 110TH & 10TH,938 110th Ave NE,Bellevue,WA,98004,E,47.61903,-122.19342,154094,,J1772,US,public
BELLEVUE X-ROADS PARK 2,16256 NE 8th St,Bellevue,WA,98008,E,47.617126,-122.12226,154096,,J1772,US,public
CPU EC 2,1200 Fort Vancouver Way Southside Public Park,Vancouver,WA,98663,E,45.62946,-122.663366,154099,,J1772,US,public
CPU OPS 2,8600 NE 117th Ave Customer Service Parking Lo,Vancouver,WA,98662,E,45.68495,-122.553368,154100,,J1772,US,public
HINSHAWSHONDA SHOP 01,2605 Auburn Way N,Auburn,WA,98002,E,47.330144,-122.22253,154101,,J1772,US,public
PORT OF OLYMPIA EAST,700 Capitol Way N,Olympia,WA,98501,E,47.050914,-122.902502,154184,,J1772,US,public
King County Housing Authority - Juanita Court,9926 NE 126th St,Kirkland,WA,98034,E,47.7133,-122.209,154218,,J1772,US,public
CAPITAL GATEWAY STATION 5,1 14th Ave SE,Olympia,WA,98501,E,47.035839,-122.895096,154307,,J1772,US,public
Whole Foods Lynnwood,2808 196th St SW,Lynnwood,WA,98036,E,47.820256,-122.271361,154308,,CHADEMO J1772COMBO,US,public
Magnuson Park,Sportsfield Dr NE,Seattle,WA,98115,E,47.681381,-122.25875,154419,,CHADEMO J1772COMBO,US,public
531009 : Vancouver Police Department Headquarters,521 Southeast Chkalov Drive,Vancouver,WA,98683,E,45.6172601,-122.5538548,154446,,J1772,US,public
CPU EC 3 ADA,1200 Fort Vancouver Way Covered Walkway Parki,Vancouver,WA,98663,E,45.630036,-122.663442,154485,,J1772,US,public
"Port of Seattle, Fishermen's Terminal, West Wall BLDG",4005 20th Avenue West,Seattle,WA,98199,E,47.65588111,-122.3827633,154499,,J1772,US,public
531608 : UW Tacoma C17 Garage,1717 Market Street,Tacoma,WA,98402,E,47.2464713,-122.4396442,154500,,J1772,US,public
City of Waitsburg,128 Coppei Avenue,Waitsburg,WA,99361,E,46.2707488,-118.1532507,154594,,J1772,US,public
Walgreens #1089,13503 SE Mill Plain Blvd,Vancouver,WA,98684,E,45.617882,-122.533094,154673,2020-03-13,J1772,US,public
Pilot Travel Center - Tesla Supercharger,2430 93rd Avenue Southwest,Tumwater,WA,98512,E,46.952938,-122.9352,154791,2020-03-27,TESLA,US,public
Vancouver Mall - Tesla Supercharger,8700 NE Vancouver Mall Drive,Vancouver,WA,98662,E,45.659583,-122.5835,154794,2020-03-27,TESLA,US,public
BLDG 22 CHARGER WSH STATION 2,Sequoia St,Lakewood,WA,98498,E,47.181112,-122.565739,155124,,J1772,US,public
BLDG 22 CHARGER WSH STATION 1,9601 Steilacoom Blvd SW,Lakewood,WA,98498,E,47.177257,-122.564307,155125,,J1772,US,public
Office Park,2404 Heritage Court SW,Olympia,WA,98502,E,47.027591,-122.920591,155129,,J1772,US,public
Dew Drop Inn - Tesla Supercharger,100 Fern Hill Road,Forks,WA,98331,E,47.942921,-124.3852,155169,2020-04-03,TESLA,US,public
Port of Seattle - Shilshole Bay Marina South Lot,7001 Seaview Avenue Northwest,Seattle,WA,98117,E,47.6807529,-122.4047949,155173,,J1772,US,public
NWHD CHARGING DCFAST HOG,8000 Freedom Ln NE,Lacey,WA,98516,E,47.061674,-122.770859,155264,,J1772COMBO,US,public
"BOA 5-119 Kent, WA","311 4th. Ave. N. Kent, Washington 98032",Kent,WA,98032,E,47.383298,-122.236183,155325,,CHADEMO J1772 J1772COMBO,US,public
Rivertom (Copper Basin Construction),1601 E Mission Ave,Spokane,WA,99202,E,47.672436,-117.384952,155329,2020-04-10,J1772,US,public
531611 : Amazon Phase VI - Bigness,515 Westlake Avenue North,Seattle,WA,98109,E,47.6241877,-122.3386584,155333,,J1772,US,public
Bigness,515 Westlake Avenue North,Seattle,WA,98109,E,47.6241877,-122.3386584,155334,,J1772,US,public
531618 : Sidneysea LLC | Brazil,400 9th Avenue North,Seattle,WA,98109,E,47.6228746,-122.3394194,155335,,J1772,US,public
Sidneysea LLC | Brazil,400 9th Avenue North,Seattle,WA,98109,E,47.6228746,-122.3394194,155336,,J1772,US,public
531619 : Apollo Eight LLC,325 9th Avenue,Seattle,WA,98104,E,47.6039634,-122.3241159,155337,,J1772,US,public
Apollo Eight LLC,325 9th Avenue,Seattle,WA,98104,E,47.6039634,-122.3241159,155338,,J1772,US,public
STCU Airway Heights,10811 US-2,Airway Heights,WA,99001,E,47.642243,-117.561147,155375,2020-04-10,J1772,US,public
Sunwest Automotive Engine Inc,210 S Broad St,Medical Lake,WA,99022,E,47.571657,-117.681671,155376,2020-04-10,J1772,US,public
PA PA CHARGER,2125 1st Ave,Seattle,WA,98121,E,47.612154,-122.345283,155465,,J1772,US,public
BELLEVUE X-ROADS CC,16000 NE 10th St,Bellevue,WA,98008,E,47.619103,-122.127103,155534,,J1772,US,public
BELLEVUE X-ROADS PARK 1,999 164th Ave NE,Bellevue,WA,98008,E,47.61822,-122.122476,155535,,J1772,US,public
FRED MEYER - #683 Grand Central,2500 Columbia House Blvd,Vancouver,WA,98661,E,45.619627,-122.64478,155995,,CHADEMO J1772,US,public
HUDSON NRTHVIEW STATION 3,20800 44th Ave W,Lynnwood,WA,98036,E,47.81013,-122.294248,156212,,J1772,US,public
HUDSON NRTHVIEW STATION 1,20816 44th Ave W,Lynnwood,WA,98036,E,47.8107,-122.295343,156213,,J1772,US,public
Prosser,40 Merlot Drive,Prosser,WA,99350,E,46.219996,-119.78951,156215,,CHADEMO J1772COMBO,US,public
EN Moses Lake,312 W Third Ave.,Moses Lake,WA,98837,E,47.12852,-119.281584,156236,,CHADEMO J1772COMBO,US,public
Metpark North Garage,1220 Howell Street,Seattle,WA,98101,E,47.617462,-122.3301695,156472,,J1772,US,public
Best Western - Wesley Inn & Suites,6575 Kimball Dr,Gig Harbor,WA,98335,E,47.318046,-122.584772,158634,2020-06-05,J1772,US,public
Kitsap Transit - Harborside Parking Garage,100 Washinton Ave,Bremerton,WA,98337,E,47.563883,-122.624526,158635,2020-06-05,J1772,US,public
Anacortes Public Parking,559 Q Ave,Anacortes,WA,98221,E,48.517768,-122.610743,158636,2020-06-05,J1772,US,public
Panera Bread - Tesla Supercharger,207 Three Rivers Drive,Kelso,WA,98626,E,46.14,-122.9,158651,2020-06-11,TESLA,US,public
ATRIUM GARAGE ATRIUM GARAGE,110 110th Ave NE,Bellevue,WA,98004,E,47.611456,-122.193235,162808,,J1772,US,public
OBC ONE BELLEVUE,411 108th Ave NE,Bellevue,WA,98004,E,47.614177,-122.196757,162809,,J1772,US,public
BELLEFIELD MADRONA 1,1300 114th Ave SE,Bellevue,WA,98004,E,47.599757,-122.187281,162810,,J1772,US,public
STATION STATION 2,2010 5th Ave,Seattle,WA,98121,E,47.614188,-122.339392,162812,,J1772,US,public
SWD STATION  1 NORTH CITY #1,1519 NE 177th St,Shoreline,WA,98155,E,47.756896,-122.312344,162814,,J1772,US,public
SAFEWAY STORE 3006 01,1355 Highlands Dr NE,Issaquah,WA,98029,E,47.540359,-122.020025,162815,,J1772,US,public
LCCR LCCR-W-PARKING,Salish Cliffs Dr,Shelton,WA,98584,E,47.128369,-123.103178,162816,,J1772,US,public
202 WESTLAKE P1 STATION 01,200 Westlake Ave N,Seattle,WA,98109,E,47.61997,-122.338026,162817,,J1772,US,public
UPTOWN UPTOWN #2,4709 Point Fosdick Dr NW,Gig Harbor,WA,98335,E,47.301532,-122.576906,162818,,J1772,US,public
TACOMA PARKS ZOO CHARGER #1,Five Mile Dr,Tacoma,WA,98407,E,47.30389,-122.520943,162822,,J1772 NEMA515,US,public
KING COUNTY DOT GOAT HILL #5,"415 Sixth Ave, Seattle",Seattle,WA,98104,E,47.603241,-122.327568,162824,,J1772,US,public
KING COUNTY DOT GOAT HILL #4,415 6th Ave S,Seattle,WA,98104,E,47.602955,-122.327339,162825,,J1772,US,public
CARCHARGING HARBR STEPS ERM,1200 Western Ave,Seattle,WA,98101,E,47.605984,-122.338745,162829,,J1772,US,public
HARBOR PLAZA HARBOR PLAZA 1,4928 Point Fosdick Dr NW,Gig Harbor,WA,98335,E,47.3019,-122.579542,162831,,J1772,US,public
THE NOBLE THE NOBLE #1,4301 Stone Way N (Garage gate closes from 7PM,Seattle,WA,98103,E,47.659535,-122.342581,162832,,J1772,US,public
ISSAQUAH CITY HALL NW #1,1775 12th Ave NW,Issaquah,WA,98027,E,47.550037,-122.05793,162833,,J1772,US,public
